Country Name,Country Code,Series Name,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,738.284729,870.70959473,994.66607666,1081.46069336,1183.62084961,1150.06164551,1133.27978516,1179.73364258,1367.71643066,1457.27282715,1369.48400879,1280.63232422,1518.04003906,1380.68823242,..
Chile,CHL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.01324864,0.01022053,0.002029,0.0015266,0.00269315,0.00242602,0.00141932,0,0,0,0,0,0,0,..
Chile,CHL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,34.58893585,34.46762848,34.49925995,33.40764236,33.63830948,34.26873016,34.50925446,34.75082779,33.30509567,33.24672699,32.80002975,29.32073784,30.26623917,29.78889275,..
Chile,CHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,46.86124802,47.10449982,47.15742111,47.93560791,47.6493454,47.73588562,48.01672745,49.65286255,50.39948273,50.82174683,50.91718674,56.28879929,55.62454224,54.711483,..
Chile,CHL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,53.12550735,52.88527298,52.84055328,52.06286621,52.34796524,52.26168823,51.98185349,50.34714127,49.60051346,49.17825317,49.08280945,43.7111969,44.37545776,45.28852081,..
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.3113451,7.07130146,6.78076792,6.74601603,7.01724052,7.18553209,7.52338552,7.53117037,7.67864323,7.62541437,7.77954912,8.71432114,9.01772404,..,..
Colombia,COL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,383.54962158,452.0512085,501.29830933,546.21148682,579.87963867,586.87640381,468.60543823,447.06994629,495.27026367,517.15844727,500.73138428,462.2328186,557.53948975,..,..
Colombia,COL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.04857259,0.06274424,0.15312466,0.52656066,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,18.01454926,17.0035553,15.31575584,17.85850143,17.15289879,16.27700996,15.40105057,15.61221027,15.36301041,15.1307478,14.73766041,14.50628376,13.66964531,..,..
Colombia,COL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,72.05204773,72.2251358,73.49957275,69.86154175,69.85743713,70.40434265,70.83104706,70.32949066,71.04096222,71.61445618,69.87634277,71.28707886,72.59104156,..,..
Colombia,COL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.89937782,27.71211815,26.34730148,29.61189842,30.14256477,29.59565735,29.16895866,29.67050552,28.95903397,28.38554192,30.12365532,28.71292496,27.40896225,..,..
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.86019135,8.02937794,8.12197781,7.78642321,7.68229342,7.66376162,7.59196234,7.31724358,7.04522991,7.28587723,7.22124958,7.8254571,7.56881428,..,..
Costa Rica,CRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,529.60870361,654.17340088,742.14190674,776.43487549,816.87872314,822.91003418,875.34973145,870.73840332,853.75048828,902.22119141,914.88470459,953.08251953,948.92163086,..,..
Costa Rica,CRI,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.28391573,0.21066861,0.12927732,0.06346241,0.03902256,0.02410425,0.00636806,0.02836165,0.05353978,0.0062117,0.00104268,0.13579112,0.04696032,..,..
Costa Rica,CRI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,26.40225029,25.38431358,25.78322983,24.5027504,23.22566605,24.41330528,22.59923172,22.20295334,21.25539017,22.4164257,22.32456398,20.28676224,20.74214363,..,..
Costa Rica,CRI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,70.94270325,72.31500244,70.19308472,70.68045807,71.00035858,71.02149963,72.70618439,73.32389069,73.50926971,72.39395142,72.53588104,71.80640411,70.01499939,..,..
Costa Rica,CRI,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,28.77338409,27.4743309,29.6776371,29.25608253,28.96062088,28.95438957,27.28743935,26.64774513,26.43719864,27.59983826,27.46307182,28.05780602,29.93803596,..,..
Czechia,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.24880648,7.58647251,7.5580225,7.62448311,7.52132368,7.61248875,7.36897945,7.44554329,7.38071585,7.47048092,7.60336018,9.2136879,9.4887867,..,..
Czechia,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1442.24279785,1516.04858398,1654.51013184,1515.81604004,1514.01403809,1516.05627441,1314.83728027,1384.66357422,1525.34790039,1753.19897461,1803.05249023,2119.26831055,2498.51660156,..,..
Czechia,CZE,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Czechia,CZE,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.05053902,14.2299242,14.48907757,14.48685932,14.55643177,14.5649786,14.85551357,14.82668877,14.54629707,14.18668938,14.09247589,11.52823639,12.72645092,..,..
Czechia,CZE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,82.8833847,84.51136017,84.2374649,84.27142334,84.16907501,83.77411652,83.96208191,83.91020203,84.04471588,84.53879547,84.66940308,87.44061279,86.17588806,..,..
Czechia,CZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,17.11661911,15.48863792,15.76253319,15.72857571,15.8309288,16.22588921,16.03791618,16.08979797,15.95528316,15.46120453,15.33059788,12.55939102,13.82410717,..,..
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.67,10.61,10.41,10.52,10.33,10.31,10.34,10.25,10.1,10.1,10.15,10.56,10.82,9.5,..
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,6222,6171,6438,6168,6334,6467,5532,5624,5834,6233,6059,6442,7382,6332,..
Denmark,DNK,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Denmark,DNK,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.68,13.71,13.9,13.51,13.35,13.34,13.46,13.52,13.69,13.82,13.79,12.93,12.6,12.93,..
Denmark,DNK,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,84.46,84.27,83.94,84.37,84.46,84.44,84.26,84.18,83.96,83.75,83.71,84.76,85.21,84.78,..
Denmark,DNK,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,15.54,15.73,16.06,15.63,15.54,15.56,15.74,15.82,16.04,16.25,16.29,15.24,14.79,15.22,..
Estonia,EST,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.84477043,6.59433842,6.0781703,6.09506845,6.28062296,6.36199903,6.64135027,6.70240974,6.59727097,6.6912818,6.81699181,7.57906532,7.49057293,6.94306278,..
Estonia,EST,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1006.50708008,966.19024658,1061.1628418,1058.71960449,1194.86206055,1287.76123047,1156.20275879,1226.0859375,1350.12646484,1553.43347168,1599.3503418,1789.03479004,2094.50317383,1986.31225586,..
Estonia,EST,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.3530201,1.7354821,1.37027693,0.37263575,0.11771376,0.22896694,0.19696037,0.17943572,0.02680308,0.02365383,0.02076003,0.01841656,0.0158712,..,..
Estonia,EST,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,21.27200127,22.87998962,22.58291626,22.6033802,23.64317131,23.55067253,23.76541138,23.78951073,24.89319992,24.66475487,24.06137466,21.5740242,22.25318909,..,..
Estonia,EST,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,76.34546661,73.40018463,74.11393738,75.15532684,74.44730377,74.51786041,74.43005371,74.41002655,73.49200439,73.58968353,74.36911011,77.0227356,76.16278839,..,..
Estonia,EST,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,23.30151558,24.8643322,24.51578903,24.47204399,25.43497849,25.25317192,25.37299347,25.41053581,26.48119926,26.38666153,25.6101284,22.95885277,23.82134056,..,..
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.28756237,11.22560215,11.18497562,11.29740047,11.39603043,11.53937244,11.44817352,11.47060013,11.35469437,11.20798969,11.0888586,12.13096142,12.30787277,..,..
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4737.578125,4592.38330078,4931.87792969,4644.59570313,4884.76660156,4980.81494141,4201.78173828,4256.765625,4410.59912109,4666.97998047,4504.48486328,4755.44042969,5380.875,..,..
France,FRA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,10.16672707,10.23503876,10.23990726,10.11995983,10.01569843,9.96313763,9.73821735,9.62385559,9.69319725,9.49986362,9.45291996,8.83838749,8.92467976,..,..
France,FRA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,70.67965698,70.44328308,70.20536041,70.29095459,70.36158752,70.40142822,72.34539032,75.08609009,75.78040314,75.78581238,75.1590271,76.77419281,75.61846161,..,..
France,FRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,29.31966209,29.55679321,29.79430199,29.70903397,29.63798332,29.59880257,27.65466118,24.91371346,24.21971703,24.21407509,24.84062386,23.22595406,24.3813591,..,..
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,11.23791218,11.09592915,10.77844906,10.85345554,10.99905777,11.02588272,11.19047737,11.241889,11.33617592,11.48051548,11.71550655,12.69255257,12.93412971,12.65471077,..
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4674.91943359,4611.421875,5037.49169922,4765.67871094,5100.15234375,5309.15478516,4627.35791016,4746.87011719,5070.19580078,5511.21435547,5486.98876953,5936.25146484,6626.00488281,6191.03515625,..
Germany,DEU,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,13.89635754,13.96304226,14.00676441,14.17265987,13.3224678,13.00751305,13.08010769,12.95303154,12.91704845,13.16894913,13.4410553,12.40803623,12.16129494,..,..
Germany,DEU,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,75.65245056,75.68952179,75.41264343,75.43839264,76.41500092,77.02052307,76.97198486,77.31069946,77.60137939,77.26408386,77.16374969,78.50225067,79.04927826,..,..
Germany,DEU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,24.34755135,24.3104763,24.58735847,24.56160355,23.58499718,22.97947502,23.02801704,22.68930054,22.39862251,22.73591995,22.83625412,21.49774742,20.95072556,..,..
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.40688515,9.59662342,9.19330311,8.92415524,8.43796444,7.89141178,8.22004509,8.44874668,8.13515854,8.12024307,8.19811249,9.50363827,9.17298794,..,..
Greece,GRC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2809.05957031,2564.36938477,2338.91503906,1948.24853516,1832.02966309,1700.49438477,1481.41967773,1513.25915527,1509.7845459,1603.07788086,1569.02905273,1675.11706543,1845.77563477,..,..
Greece,GRC,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0.00954611,0.01943432,0.18618846,0.14561565,0.82154316,1.30528772,1.61168659,0.25555748,0.17876692,0.13328013,0.13182873,0.15133707,0.13252723,..,..
Greece,GRC,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,29.50236702,28.25885201,31.15847778,30.44895744,33.73968506,37.19989777,36.03544998,34.30806351,34.99513245,36.08006287,33.6427269,33.43839645,33.32963943,..,..
Greece,GRC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,68.3194046,68.9044342,65.70301819,63.6038208,61.39288712,56.87366104,57.6655159,51.39862061,52.16238785,52.16479111,48.76079941,53.9720726,59.2116127,..,..
Greece,GRC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,31.66892624,31.07613182,34.11079407,36.25056839,37.78619766,41.82204437,40.72573471,48.34552765,47.6586113,47.70189667,51.10738754,45.87639236,40.65595627,..,..
Hungary,HUN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.22,7.45,7.48,7.41,7.23,7.05,6.85,6.99,6.74,6.58,6.28,7.29,7.38,..,..
Hungary,HUN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,944,983,1063,961,991,1006,871,914,985,1080,1054,1173,1382,..,..
Hungary,HUN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..,0,0,0,0,0,0,0,..,..
Hungary,HUN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,26.27,27.45,28.24,29.4,28.38,28.36,27.49,27.69,27.25,26.79,27.79,26.15,24.64,..,..
Hungary,HUN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,67.98,66.63,66.22,64.84,66.21,66.72,67.79,67.71,68.46,69.22,68.33,70.47,72.22,..,..
Hungary,HUN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,32.02,33.37,33.78,35.16,33.79,33.28,32.21,32.29,31.54,30.78,31.67,29.53,27.78,..,..
Iceland,ISL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.78,8.36,8.2,8.18,8.18,8.23,8.07,8.1,8.26,8.38,8.58,9.61,9.73,8.57,..
Iceland,ISL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3621,3612,3911,3760,4069,4488,4270,5016,5945,6234,5865,5652,6716,6400,..
Iceland,ISL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Iceland,ISL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.87,18.66,18.5,18.57,18.26,17.98,17.64,16.87,16.45,15.94,15.55,14.98,14.65,..,..
Iceland,ISL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,81.64,79.86,80.01,79.92,80.23,80.49,80.81,81.51,81.86,82.38,82.8,83.33,83.67,..,..
Iceland,ISL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.36,20.14,19.99,20.08,19.77,19.51,19.19,18.49,18.14,17.62,17.2,16.67,16.33,..,..
Ireland,IRL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.52275658,10.52404499,10.60614967,10.59787655,10.27730751,9.51343918,7.33597517,7.46859169,7.12621927,6.49550152,6.7090106,7.1091466,6.71662664,6.07060957,..
Ireland,IRL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5502.88769531,5133.45507813,5545.76416016,5210.36376953,5313.70947266,5316.26953125,4575.94482422,4726.31298828,5010.25634766,5187.05761719,5462.73095703,6098.26660156,6764.25878906,6349.47753906,..
Ireland,IRL,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,12.70052719,13.79563713,13.68123627,13.6864109,14.03243828,14.06730461,13.4673748,13.09135437,12.60847664,12.58393192,12.13262558,10.93066502,10.68828297,..,..
Ireland,IRL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.07170868,76.17775726,72.06628418,71.91573334,70.79932404,71.20056152,71.79323578,72.46882629,72.97912598,72.99652863,74.24878693,78.03440857,77.39710236,..,..
Ireland,IRL,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,22.92828941,23.82225037,27.93371964,28.08426857,29.20067787,28.79944038,28.20676231,27.53117561,27.02087402,27.00347137,25.75121117,21.96558952,22.60289192,..,..
Israel,ISR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.92,6.89,6.84,6.98,6.96,7.05,7.02,7.1,7.18,7.23,7.17,7.71,7.9,..,..
Israel,ISR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2036,2240,2446,2410,2681,2816,2661,2801,3094,3220,3354,3637,4339,..,..
Israel,ISR,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.3,1.29,1.35,1.41,1.39,1.33,1.4,1.34,1.38,1.39,1.42,0.66,1.02,..,..
Israel,ISR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,25.42,23.81,23.76,23.41,22.65,23.01,22.5,22.82,22.43,21.84,21.36,20.12,19.8,..,..
Israel,ISR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,61.22,62.8,62.59,62.61,63.42,63.13,63.42,63.32,63.88,64.66,64.82,68.19,68.18,..,..
Israel,ISR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,37.48,35.91,36.06,35.98,35.19,35.53,35.18,35.35,34.74,33.95,33.77,31.15,30.8,..,..
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.95,8.92,8.77,8.78,8.78,8.87,8.86,8.73,8.68,8.68,8.66,9.63,9.38,9,..
Italy,ITA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3338,3218,3392,3086,3149,3154,2676,2700,2810,3003,2911,3062,3350,3066,..
Italy,ITA,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,20.66,20.55,22.03,22.08,22.23,22.54,23.47,23.32,23.81,23.55,23.46,21.46,21.89,..,..
Italy,ITA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,78.31,78.45,77.01,75.88,75.76,75.42,74.44,74.4,73.74,73.86,73.74,75.93,75.46,..,..
Italy,ITA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,21.69,21.55,22.99,24.12,24.24,24.58,25.56,25.6,26.26,26.14,26.26,24.07,24.54,..,..
Japan,JPN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.96,9.06,10.49,10.67,10.67,10.73,10.75,10.66,10.66,10.74,10.97,11,10.82,..,..
Japan,JPN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3699,4074,5107,5235,4358,4122,3755,4200,4148,4288,4463,4436,4347,..,..
Japan,JPN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Japan,JPN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,15.16,14.57,13.12,12.97,12.7,12.87,12.95,12.85,12.65,12.99,12.9,11.94,12.03,..,..
Japan,JPN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,81.29,81.93,83.74,83.93,84.26,84.12,84.08,84.04,84.21,83.77,83.96,84.86,84.72,..,..
Japan,JPN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,18.71,18.07,16.26,16.07,15.74,15.88,15.92,15.96,15.79,16.23,16.04,15.14,15.28,..,..
"Korea, Rep.",KOR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.65905666,5.81980991,5.91454506,6.0325017,6.15069818,6.40432453,6.58926058,6.87049913,7.04742336,7.49119806,8.17479515,8.3497715,9.33145523,9.72047997,..
"Korea, Rep.",KOR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1099.13916016,1363.56091309,1507.55664063,1553.32824707,1682.76391602,1880.4420166,1894.34753418,2008.0982666,2220.56420898,2501.13964844,2605.9934082,2648.22412109,3260.44873047,3123.94702148,..
"Korea, Rep.",KOR,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
"Korea, Rep.",KOR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,34.72049713,34.80883026,34.93216705,35.33079147,34.90507889,34.75905991,34.46717072,34.05442047,33.44021225,33.05436707,31.61123085,28.98741913,29.09882355,28.0479641,..
"Korea, Rep.",KOR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,58.55349731,58.39510345,57.58573914,56.68458176,56.94832993,56.24461365,56.31253433,56.34820938,56.9288063,57.37576294,57.88367844,59.83224487,61.00071716,61.44525146,..
"Korea, Rep.",KOR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,41.44650269,41.60490036,42.41425323,43.31542206,43.05167007,43.75538635,43.68746567,43.65179443,43.0711937,42.62424088,42.11632538,40.16776276,38.99928284,38.55474854,..
